9.496071147025585e-11,3.72493090504606e-9
3.9996457450841907e-10,3.906955255925447e-9
9.617853980387928e-10,4.330764839051329e-9
1.8524527585965037e-9,5.015813224271318e-9
3.173780589782715e-9,6.005703416104438e-9
5.062296903934078e-9,7.366310417799783e-9
7.697129834715658e-9,9.184680843137595e-9
1.130618414397933e-8,1.156960182210984e-8
1.617278786144728e-8,1.4654478253147114e-8
2.2641107708143554e-8,1.8599481133781566e-8
3.1118393235319375e-8,2.35978806166156e-8
4.2077609104048726e-8,2.988395168926037e-8
5.6053156266611583e-8,3.774316981406464e-8
7.363260461031955e-8,4.7525548674289564e-8
9.544466820246552e-8,5.96580947686025e-8
1.2214193742841144e-7,7.466240463598345e-8
1.5438441646063413e-7,9.317239609760769e-8
1.9281624089862395e-7,1.1594985699752e-7
2.380439523055259e-7,1.4389768925185105e-7
2.906181797108561e-7,1.7806471244281166e-7
3.510166223449973e-7,2.1964609789217164e-7
4.1963718957573844e-7,2.699703039621737e-7
4.967993626614144e-7,3.3047573691475844e-7
5.82757763033369e-7,4.026802464764878e-7
6.777212360119969e-7,4.881332659711038e-7
7.818706577159769e-7,5.88354965651502e-7
8.953902332962229e-7,7.047614054976892e-7
1.0185166670627845e-6,8.386014559515862e-7
1.1515754347278e-6,9.909023909197568e-7
1.295003982113276e-6,1.1624015181565714e-6
1.4493526891090547e-6,1.3534872878227851e-6
1.6152963358937474e-6,1.5641485156615229e-6
1.7936546764716015e-6,1.7939860699633923e-6
1.9853528232720235e-6,2.0422246417021785e-6
2.1913852484430967e-6,2.30772863324658e-6
2.4127378428256903e-6,2.5890404676716163e-6
2.6503559193843695e-6,2.8844320478630907e-6
2.905092357482252e-6,3.19202515591624e-6
3.1776244553060997e-6,3.5098515931290397e-6
3.468405685606044e-6,3.835949221674351e-6
3.7775918899274885e-6,4.168423834525136e-6
4.105042659781642e-6,4.505533091384696e-6
4.4502837605710475e-6,4.845765228508632e-6
4.812511520311059e-6,5.187859754729653e-6
5.190604150781006e-6,5.530853882658952e-6
5.583151713345444e-6,5.874070486002605e-6
5.9885102546900986e-6,6.217129513798264e-6
6.404848158758458e-6,6.559919091986871e-6
6.830216874354753e-6,6.902561304357429e-6
7.2626097508319606e-6,7.245376395138759e-6
7.700032823857164e-6,7.588831836897345e-6
8.140561434353184e-6,7.933499006051156e-6
8.58239823532355e-6,8.280009482168362e-6
9.023917950154577e-6,8.629012067193937e-6
9.463699539662407e-6,8.981141715984045e-6
9.900559150783744e-6,9.336991951492929e-6
1.0333561251877106e-5,9.697098535060786e-6
1.0762027031117836e-5,1.0061933362799051e-5
1.1185528196306763e-5,1.0431895018302824e-5
1.1603873495565217e-5,1.080731354033772e-5
1.2016153417732353e-5,1.1187402902849753e-5
1.2421352636946796e-5,1.1571331390494766e-5
1.2819369737448226e-5,1.195926266611179e-5
1.3210204131684062e-5,1.2351246822270927e-5
1.3593967887673392e-5,1.2747219701855407e-5
1.397088120526819e-5,1.3147016608394789e-5
1.4341262218425283e-5,1.3550367984771417e-5
1.4705521213668895e-5,1.3956914642823114e-5
1.5064141429629733e-5,1.4366202677004417e-5
1.5417682411375134e-5,1.477770664141229e-5
1.576675758731956e-5,1.5190840093630173e-5
1.6112024990458102e-5,1.5604966807628725e-5
1.6454166764380725e-5,1.6019418019119608e-5
1.6793877933349846e-5,1.6433497744248253e-5
1.7131853374075705e-5,1.6846511031420222e-5
1.746877159983903e-5,1.725776898864775e-5
1.780528109224904e-5,1.766660864829446e-5
1.814198670130756e-5,1.8072401313696805e-5
1.8479440575501863e-5,1.847456557064243e-5
1.8818130789605967e-5,1.8872581375654393e-5
1.915847503077193e-5,1.9265994587959313e-5
1.950081152711355e-5,1.965442733764148e-5
1.9845397765869644e-5,2.0037580718003586e-5
2.0192405934869495e-5,2.0415239590832922e-5
2.054192361710786e-5,2.0787274499107868e-5
2.089395541351263e-5,2.1153639326690447e-5
2.124842490070993e-5,2.1514370446335795e-5
2.1605181364174713e-5,2.186958219072434e-5
2.1964004519602407e-5,2.2219460626027103e-5
2.232461294701927e-5,2.2564257949598804e-5
2.2686673229388567e-5,2.2904282082248357e-5
2.3049807364697784e-5,2.323989016694372e-5
2.3413605360298027e-5,2.357147732775631e-5
2.3777633216839358e-5,2.3899466672972827e-5
2.41414446341109e-5,2.4224299671873827e-5
2.450459056161075e-5,2.45464248736138e-5
2.486662746554627e-5,2.4866289812162874e-5
2.522712894430756e-5,2.518433040309371e-5
2.5585691254409127e-5,2.5500962442937148e-5
2.5941942365427823e-5,2.5816574699582927e-5
2.62955465638597e-5,2.6131521490341853e-5
2.664620967075441e-5,2.6446118212698064e-5
2.69936838910205e-5,2.6760636223422085e-5
2.7337768761562502e-5,2.707529948062297e-5
2.7678313288922712e-5,2.7390284036099874e-5
2.8015215460549086e-5,2.7705715871936555e-5
2.8348421287011295e-5,2.802167285170386e-5
2.8677923587803167e-5,2.833818505048163e-5
2.900375777101708e-5,2.865523765579112e-5
2.9325998885401667e-5,2.8972775065506817e-5
2.964475709605668e-5,2.9290703616604853e-5
2.9960172564501335e-5,2.9608897602385938e-5
3.027241107702818e-5,2.9927203074009238e-5
3.058165748258682e-5,3.0245443880457587e-5
3.088811124578972e-5,3.056342712493613e-5
3.119198066502079e-5,3.088094791354019e-5
3.149347762860801e-5,3.119779549315563e-5
3.179281327689827e-5,3.151375750191346e-5
3.209019284138136e-5,3.1828625033878455e-5
3.238581235000715e-5,3.214219687928929e-5
3.2679854865242204e-5,3.2454282785498764e-5
3.2972487549336646e-5,3.276470722844503e-5
3.3263859852848736e-5,3.3073311404576184e-5
3.3554101283437364e-5,3.3379955435408856e-5
3.38433208343471e-5,3.368451984221893e-5
3.4131606257153545e-5,3.3986905913890794e-5
3.44190240624376e-5,3.4287036438792256e-5
3.470562036891332e-5,3.458485491142494e-5
3.49914213373015e-5,3.488032511669173e-5
3.5276434947319595e-5,3.517342999127493e-5
3.5560652368951176e-5,3.546416988646802e-5
3.584404984729115e-5,3.575256116475489e-5
3.6126590789736386e-5,3.60386339657484e-5
3.6408227557239065e-5,3.632243044777629e-5
3.668890392342835e-5,3.660400258678398e-5
3.6968556938173364e-5,3.688340993330898e-5
3.724711895135893e-5,3.7160717812047164e-5
3.7524519461246216e-5,3.7435995218457344e-5
3.780068665168238e-5,3.770931327321237e-5
3.807554913949442e-5,3.798074347809456e-5
3.8349036930238125e-5,3.825035634682373e-5
3.862108257447512e-5,3.851822047693476e-5
3.889162184085465e-5,3.87844014314393e-5
3.916059417643323e-5,3.904896142307375e-5
3.9427943326372765e-5,3.931195853223102e-5
3.96936168892537e-5,3.957344674833479e-5
3.995756678196765e-5,3.983347605926506e-5
4.021974865732628e-5,4.009209216718578e-5
4.048012156544403e-5,4.034933749997747e-5
4.0738648213890586e-5,4.0605250666392294e-5
4.099529336052447e-5,4.085986750001757e-5
4.125002494759029e-5,4.111322146298617e-5
4.150281281474484e-5,4.136534287475628e-5
4.175362854342493e-5,4.161626108041637e-5
4.200244725318624e-5,4.1866002050360257e-5
4.2249244653209273e-5,4.2114589967198694e-5
4.249400164244633e-5,4.236204676561932e-5
4.273670216955299e-5,4.260838870369481e-5
4.2977334642331605e-5,4.2853630544917296e-5
4.321589747857485e-5,4.30977777712884e-5
4.3452392929525746e-5,4.334082985451149e-5
4.3686839126628434e-5,4.358277766246625e-5
4.391926478516808e-5,4.382359527176407e-5
4.414971270103081e-5,4.406324955944203e-5
4.437825148206863e-5,4.430168271568662e-5
4.460495989048737e-5,4.453882078953026e-5
4.482995162861648e-5,4.4774570381196195e-5
4.505336142107797e-5,4.500880150917933e-5
4.5275346310260914e-5,4.524137431186291e-5
4.549611145553703e-5,4.5472103164503484e-5
4.571586415897224e-5,4.570078020906114e-5
4.593486809383559e-5,4.592717754980434e-5
4.615340210604628e-5,4.615100866663056e-5
4.6371755429622435e-5,4.637200497423292e-5
4.659028245532422e-5,4.658983189537891e-5
4.680928313262993e-5,4.680416021769914e-5
4.702913051164011e-5,4.701466887904842e-5
4.7250154812101964e-5,4.7220972388349737e-5
4.7472648620898205e-5,4.742279474266246e-5
4.7696960489666025e-5,4.761978460527567e-5
4.792325456332134e-5,4.781168651726375e-5
4.815176714050363e-5,4.7998327753049666e-5
4.838257664458032e-5,4.817948793215444e-5
4.86156107259025e-5,4.8355230763793484e-5
4.885085694598206e-5,4.852554777847693e-5
4.9087881039036214e-5,4.8690652755941676e-5
4.932635096670204e-5,4.885100451385942e-5
4.956564168525019e-5,4.9006939828826984e-5
4.980477687243705e-5,4.915941232579565e-5
5.004303695159063e-5,4.930916692526655e-5
5.027882398921558e-5,4.9457339003394933e-5
5.0510979799284494e-5,4.960549147450863e-5
5.073780886421214e-5,4.975472547332068e-5
5.095719749616997e-5,4.990732467226278e-5
5.1167744708680444e-5,5.0064762320269186e-5
5.136657858165734e-5,5.022923255145588e-5
5.15521072708466e-5,5.04032336562935e-5
5.1721878911594364e-5,5.058825391482296e-5
5.187327605898457e-5,5.078748580512056e-5
5.2005135988877834e-5,5.1002331723030796e-5
5.211432727066704e-5,5.123503049467699e-5
5.2200096905656454e-5,5.1488004867641974e-5
5.226106225449017e-5,5.176140290148089e-5
5.229532599369601e-5,5.205792531823397e-5
5.23046918023868e-5,5.237697722040592e-5
5.228710743689735e-5,5.271845470173274e-5
5.2245475749695456e-5,5.308331996502229e-5
5.218173865273692e-5,5.346683953216391e-5
5.209644233144027e-5,5.387035891983702e-5
5.1997879935652294e-5,5.428762093025861e-5
5.188545507040246e-5,5.4714903021293035e-5
5.176943421133541e-5,5.514948230671413e-5
5.165502126579723e-5,5.557954106979782e-5
5.154740984655425e-5,5.600476731699416e-5
5.146132964169378e-5,5.6411183175201474e-5
5.139799869643336e-5,5.6792238007260264e-5
5.1373693033542525e-5,5.7141142977943355e-5
5.1396484880352335e-5,5.74407916475213e-5
5.14721284907217e-5,5.769010476923454e-5
5.162040177433893e-5,5.787230971987524e-5
5.1839081194574836e-5,5.79779962572582e-5
5.214463757819755e-5,5.800633589535786e-5
5.254581947042275e-5,5.793382335424523e-5
5.303522503480147e-5,5.777136690482978e-5
5.364038614066881e-5,5.750168663787633e-5
5.433599496675194e-5,5.7121518086135276e-5
5.514212128460933e-5,5.664707026914056e-5
5.605016167110695e-5,5.604931988431974e-5
5.703741923601694e-5,5.537064422982826e-5
5.812884550492382e-5,5.458832547545368e-5
5.926751505017855e-5,5.3726615233759446e-5
6.047412033285327e-5,5.281272855481168e-5
6.171219033371318e-5,5.183046476263633e-5
6.294669432038756e-5,5.0845868043318105e-5
6.418813547135499e-5,4.984736251503693e-5
6.536281650077094e-5,4.887277624398908e-5
6.64715837045119e-5,4.797488062402666e-5
6.748629238151834e-5,4.713395379649579e-5
6.832664153757348e-5,4.643991922305248e-5
6.90431701884424e-5,4.589009045317196e-5
6.951388113622798e-5,4.550270291388877e-5
6.976985929608969e-5,4.538258298735929e-5
6.97880256024819e-5,4.543463887581236e-5
6.946219802506844e-5,4.5821786855025514e-5
6.892478670990922e-5,4.645886743447324e-5
6.798619803273712e-5,4.739173807171829e-5
6.678849421226428e-5,4.86949424682717e-5
6.526530445951375e-5,5.02228895782985e-5
6.338884949260661e-5,5.215485591272948e-5
6.130293503076424e-5,5.432057666279433e-5
5.887129916857818e-5,5.677038127120151e-5
5.6253463069989185e-5,5.951238319206145e-5
5.346832248171916e-5,6.238039557659567e-5
5.0465598784676314e-5,6.547834593589484e-5
4.7498119566401916e-5,6.866392455519848e-5
4.442574320200418e-5,7.182696584346864e-5
4.142613566791108e-5,7.510940233330087e-5
3.865076106511376e-5,7.811266460236484e-5
3.588262297123335e-5,8.110116529503556e-5
3.3655066074252795e-5,8.377823751393191e-5
3.154637568935598e-5,8.605864733893126e-5
3.0008873976098813e-5,8.814761879957263e-5
2.8976749891154867e-5,8.948054361569963e-5
2.834117558885048e-5,9.05680813865977e-5
2.8566262116909816e-5,9.087794942009515e-5
2.917852031817739e-5,9.059992772908927e-5
3.0626788100215257e-5,8.97671345495962e-5
3.274345871305324e-5,8.805577786279929e-5
3.541089961060085e-5,8.584123691124928e-5
3.893657842247826e-5,8.288238747801751e-5
4.293808161678539e-5,7.917311502034725e-5
4.749958515289357e-5,7.511529163986234e-5
5.2799523522424034e-5,7.01993307004332e-5
5.8093091795515275e-5,6.504805322784694e-5
6.421748190459138e-5,5.950137861464445e-5
7.013549450634636e-5,5.341443803037965e-5
7.632572555395714e-5,4.769044274416137e-5
8.263468163008866e-5,4.1281763687142225e-5
8.832181455712467e-5,3.5560894094376625e-5
9.433974880653863e-5,2.9709633792743632e-5
9.931567906330912e-5,2.4248508383503307e-5
0.00010413496614832615,1.9567979449154208e-5
0.00010817333888221726,1.50413214236695e-5
0.00011123713862547848,1.1697599983386133e-5
0.00011373211171818837,8.946808456012646e-6
0.0001150096035956882,7.076440833703646e-6
0.00011525563941399023,6.4982128418684995e-6
0.00011477120268741818,6.591618855648587e-6
0.0001126037768457446,7.985212608490584e-6
0.00011002335452974549,1.0578517809279866e-5
0.0001059392032426119,1.3685213300110224e-5
0.00010090312270859031,1.869160554579818e-5
9.544300829076674e-5,2.364957085507406e-5
8.82609168172374e-5,3.02729082755579e-5
8.1506341411071e-5,3.7268174391376485e-5
7.321356234691085e-5,4.469566484096212e-5
6.514316714683168e-5,5.3246852690544886e-5
5.6745114102253856e-5,6.119720137359434e-5
4.796072993927676e-5,7.01264275516013e-5
3.9855862675756965e-5,7.848791423626201e-5
3.1582555488575e-5,8.672346188764456e-5
2.39395833228333e-5,9.48243238947815e-5
1.7187658370366952e-5,0.00010198395013674725
1.0680522059550794e-5,0.00010862509701533042
5.6757003245301e-6,0.00011460492606464037
1.4192491426738328e-6,0.00011892753677732744
-1.933232649523851e-6,0.0001231497252841684
-3.280731260094494e-6,0.00012518120342454618
-4.612765995688938e-6,0.00012667861263650053
3.9151852201657e-6,0.0001267907286179784
5.2118340586097615e-6,0.0001266494451699497
6.452357785414308e-6,0.0001252359349712113
9.630034675408332e-6,0.0001233333900209171
1.360988922477208e-5,0.00011934533624777218
1.830010714412167e-5,0.00011531817017845963
2.4406260379395176e-5,0.00010969176167375703
3.0712487600977546e-5,0.00010348393478270159
